"Tabela 5932 - Taxa de variação do índice de volume trimestral"
"Variável - Taxa trimestral (em relação ao mesmo período do ano anterior) (%)"
"Trimestre","","Setores e subsetores",""
"1º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","2.5"
"1º trimestre 2010","Brasil","Valor adicionado a preços básicos","8.5"
"1º trimestre 2010","Brasil","Impostos líquidos sobre produtos","13.5"
"1º trimestre 2010","Brasil","PIB a preços de mercado","9.2"
"2º trimestre 2010","Brasil","Agropecuária - total","8.4"
"2º trimestre 2010","Brasil","Indústria - total","14.1"
"2º trimestre 2010","Brasil","Indústrias extrativas","15.5"
"2º trimestre 2010","Brasil","Indústrias de transformação","13.9"
"2º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","7.9"
"2º trimestre 2010","Brasil","Construção","18.7"
"2º trimestre 2010","Brasil","Serviços - total","6.1"
"2º trimestre 2010","Brasil","Comércio","13.9"
"2º trimestre 2010","Brasil","Transporte, armazenagem e correio","13.2"
"2º trimestre 2010","Brasil","Informação e comunicação","4.0"
"2º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","8.1"
"2º trimestre 2010","Brasil","Atividades imobiliárias","5.1"
"2º trimestre 2010","Brasil","Outras atividades de serviços","3.0"
"2º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","2.5"
"2º trimestre 2010","Brasil","Valor adicionado a preços básicos","8.2"
"2º trimestre 2010","Brasil","Impostos líquidos sobre produtos","12.4"
"2º trimestre 2010","Brasil","PIB a preços de mercado","8.9"
"3º trimestre 2010","Brasil","Agropecuária - total","7.5"
"3º trimestre 2010","Brasil","Indústria - total","12.0"
"3º trimestre 2010","Brasil","Indústrias extrativas","15.1"
"3º trimestre 2010","Brasil","Indústrias de transformação","11.4"
"3º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","7.3"
"3º trimestre 2010","Brasil","Construção","15.3"
"3º trimestre 2010","Brasil","Serviços - total","6.0"
"3º trimestre 2010","Brasil","Comércio","12.4"
"3º trimestre 2010","Brasil","Transporte, armazenagem e correio","12.5"
"3º trimestre 2010","Brasil","Informação e comunicação","4.8"
"3º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","8.7"
"3º trimestre 2010","Brasil","Atividades imobiliárias","5.1"
"3º trimestre 2010","Brasil","Outras atividades de serviços","3.0"
"3º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","2.4"
"3º trimestre 2010","Brasil","Valor adicionado a preços básicos","7.6"
"3º trimestre 2010","Brasil","Impostos líquidos sobre produtos","11.6"
"3º trimestre 2010","Brasil","PIB a preços de mercado","8.2"
"4º trimestre 2010","Brasil","Agropecuária - total","6.7"
"4º trimestre 2010","Brasil","Indústria - total","10.2"
"4º trimestre 2010","Brasil","Indústrias extrativas","14.9"
"4º trimestre 2010","Brasil","Indústrias de transformação","9.2"
"4º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","6.3"
"4º trimestre 2010","Brasil","Construção","13.1"
"4º trimestre 2010","Brasil","Serviços - total","5.8"
"4º trimestre 2010","Brasil","Comércio","11.1"
"4º trimestre 2010","Brasil","Transporte, armazenagem e correio","11.2"
"4º trimestre 2010","Brasil","Informação e comunicação","5.4"
"4º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","9.3"
"4º trimestre 2010","Brasil","Atividades imobiliárias","4.9"
"4º trimestre 2010","Brasil","Outras atividades de serviços","3.3"
"4º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","2.2"
"4º trimestre 2010","Brasil","Valor adicionado a preços básicos","7.0"
"4º trimestre 2010","Brasil","Impostos líquidos sobre produtos","10.8"
"4º trimestre 2010","Brasil","PIB a preços de mercado","7.5"
"1º trimestre 2011","Brasil","Agropecuária - total","5.4"
"1º trimestre 2011","Brasil","Indústria - total","5.7"
"1º trimestre 2011","Brasil","Indústrias extrativas","4.3"
"1º trimestre 2011","Brasil","Indústrias de transformação","4.9"
"1º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","4.6"
"1º trimestre 2011","Brasil","Construção","8.6"
"1º trimestre 2011","Brasil","Serviços - total","4.7"
"1º trimestre 2011","Brasil","Comércio","4.5"
"1º trimestre 2011","Brasil","Transporte, armazenagem e correio","6.6"
"1º trimestre 2011","Brasil","Informação e comunicação","6.1"
"1º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","8.1"
"1º trimestre 2011","Brasil","Atividades imobiliárias","3.7"
"1º trimestre 2011","Brasil","Outras atividades de serviços","5.6"
"1º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","2.4"
"1º trimestre 2011","Brasil","Valor adicionado a preços básicos","4.9"
"1º trimestre 2011","Brasil","Impostos líquidos sobre produtos","6.8"
"1º trimestre 2011","Brasil","PIB a preços de mercado","5.2"
"2º trimestre 2011","Brasil","Agropecuária - total","3.0"
"2º trimestre 2011","Brasil","Indústria - total","5.4"
"2º trimestre 2011","Brasil","Indústrias extrativas","3.9"
"2º trimestre 2011","Brasil","Indústrias de transformação","4.6"
"2º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","5.3"
"2º trimestre 2011","Brasil","Construção","7.9"
"2º trimestre 2011","Brasil","Serviços - total","4.5"
"2º trimestre 2011","Brasil","Comércio","4.3"
"2º trimestre 2011","Brasil","Transporte, armazenagem e correio","5.6"
"2º trimestre 2011","Brasil","Informação e comunicação","6.7"
"2º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","7.9"
"2º trimestre 2011","Brasil","Atividades imobiliárias","2.6"
"2º trimestre 2011","Brasil","Outras atividades de serviços","5.8"
"2º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","2.3"
"2º trimestre 2011","Brasil","Valor adicionado a preços básicos","4.6"
"2º trimestre 2011","Brasil","Impostos líquidos sobre produtos","6.9"
"2º trimestre 2011","Brasil","PIB a preços de mercado","4.9"
"3º trimestre 2011","Brasil","Agropecuária - total","4.5"
"3º trimestre 2011","Brasil","Indústria - total","4.9"
"3º trimestre 2011","Brasil","Indústrias extrativas","3.5"
"3º trimestre 2011","Brasil","Indústrias de transformação","3.6"
"3º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","5.6"
"3º trimestre 2011","Brasil","Construção","8.5"
"3º trimestre 2011","Brasil","Serviços - total","3.9"
"3º trimestre 2011","Brasil","Comércio","3.0"
"3º trimestre 2011","Brasil","Transporte, armazenagem e correio","4.8"
"3º trimestre 2011","Brasil","Informação e comunicação","6.5"
"3º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","7.2"
"3º trimestre 2011","Brasil","Atividades imobiliárias","2.1"
"3º trimestre 2011","Brasil","Outras atividades de serviços","5.4"
"3º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","2.1"
"3º trimestre 2011","Brasil","Valor adicionado a preços básicos","4.2"
"3º trimestre 2011","Brasil","Impostos líquidos sobre produtos","6.0"
"3º trimestre 2011","Brasil","PIB a preços de mercado","4.5"
"4º trimestre 2011","Brasil","Agropecuária - total","5.6"
"4º trimestre 2011","Brasil","Indústria - total","4.1"
"4º trimestre 2011","Brasil","Indústrias extrativas","3.5"
"4º trimestre 2011","Brasil","Indústrias de transformação","2.2"
"4º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","5.6"
"4º trimestre 2011","Brasil","Construção","8.2"
"4º trimestre 2011","Brasil","Serviços - total","3.5"
"4º trimestre 2011","Brasil","Comércio","2.3"
"4º trimestre 2011","Brasil","Transporte, armazenagem e correio","4.3"
"4º trimestre 2011","Brasil","Informação e comunicação","6.5"
"4º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","6.2"
"4º trimestre 2011","Brasil","Atividades imobiliárias","1.9"
"4º trimestre 2011","Brasil","Outras atividades de serviços","4.6"
"4º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","1.9"
"4º trimestre 2011","Brasil","Valor adicionado a preços básicos","3.7"
"4º trimestre 2011","Brasil","Impostos líquidos sobre produtos","5.3"
"4º trimestre 2011","Brasil","PIB a preços de mercado","4.0"
"1º trimestre 2012","Brasil","Agropecuária - total","-11.2"
"1º trimestre 2012","Brasil","Indústria - total","2.4"
"1º trimestre 2012","Brasil","Indústrias extrativas","3.0"
"1º trimestre 2012","Brasil","Indústrias de transformação","-1.6"
"1º trimestre 2012","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","6.7"
"1º trimestre 2012","Brasil","Construção","8.7"
"1º trimestre 2012","Brasil","Serviços - total","2.2"
"1º trimestre 2012","Brasil","Comércio","0.6"
"1º trimestre 2012","Brasil","Transporte, armazenagem e correio","0.0"
"1º trimestre 2012","Brasil","Informação e comunicação","6.8"
"1º trimestre 2012","Brasil","Atividades financeiras, de seguros e serviços relacionados","3.3"
"1º trimestre 2012","Brasil","Atividades imobiliárias","2.7"
"1º trimestre 2012","Brasil","Outras atividades de serviços","3.0"
"1º trimestre 2012","Brasil","Administração, saúde e educação públicas e seguridade social","1.4"
"1º trimestre 2012","Brasil","Valor adicionado a preços básicos","1.5"
"1º trimestre 2012","Brasil","Impostos líquidos sobre produtos","3.0"
"1º trimestre 2012","Brasil","PIB a preços de mercado","1.7"
"2º trimestre 2012","Brasil","Agropecuária - total","-5.8"
"2º trimestre 2012","Brasil","Indústria - total","-0.5"
"2º trimestre 2012","Brasil","Indústrias extrativas","0.2"
"2º trimestre 2012","Brasil","Indústrias de transformação","-3.8"
"2º trimestre 2012","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","2.8"
"2º trimestre 2012","Brasil","Construção","5.1"
"2º trimestre 2012","Brasil","Serviços - total","2.3"
"2º trimestre 2012","Brasil","Comércio","0.8"
"2º trimestre 2012","Brasil","Transporte, armazenagem e correio","0.1"
"2º trimestre 2012","Brasil","Informação e comunicação","5.7"
"2º trimestre 2012","Brasil","Atividades financeiras, de seguros e serviços relacionados","2.7"
"2º trimestre 2012","Brasil","Atividades imobiliárias","4.2"
"2º trimestre 2012","Brasil","Outras atividades de serviços","2.7"
"2º trimestre 2012","Brasil","Administração, saúde e educação públicas e seguridade social","1.6"
"2º trimestre 2012","Brasil","Valor adicionado a preços básicos","1.1"
"2º trimestre 2012","Brasil","Impostos líquidos sobre produtos","2.7"
"2º trimestre 2012","Brasil","PIB a preços de mercado","1.3"
"3º trimestre 2012","Brasil","Agropecuária - total","-2.4"
"3º trimestre 2012","Brasil","Indústria - total","-0.5"
"3º trimestre 2012","Brasil","Indústrias extrativas","-1.1"
"3º trimestre 2012","Brasil","Indústrias de transformação","-3.0"
"3º trimestre 2012","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","2.6"
"3º trimestre 2012","Brasil","Construção","4.3"
"3º trimestre 2012","Brasil","Serviços - total","2.6"
"3º trimestre 2012","Brasil","Comércio","1.9"
"3º trimestre 2012","Brasil","Transporte, armazenagem e correio","1.9"
"3º trimestre 2012","Brasil","Informação e comunicação","6.4"
"3º trimestre 2012","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.8"
"3º trimestre 2012","Brasil","Atividades imobiliárias","4.9"
"3º trimestre 2012","Brasil","Outras atividades de serviços","2.9"
"3º trimestre 2012","Brasil","Administração, saúde e educação públicas e seguridade social","1.4"
"3º trimestre 2012","Brasil","Valor adicionado a preços básicos","1.5"
"3º trimestre 2012","Brasil","Impostos líquidos sobre produtos","2.9"
"3º trimestre 2012","Brasil","PIB a preços de mercado","1.7"
"4º trimestre 2012","Brasil","Agropecuária - total","-3.1"
"4º trimestre 2012","Brasil","Indústria - total","-0.7"
"4º trimestre 2012","Brasil","Indústrias extrativas","-1.9"
"4º trimestre 2012","Brasil","Indústrias de transformação","-2.4"
"4º trimestre 2012","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","0.7"
"4º trimestre 2012","Brasil","Construção","3.2"
"4º trimestre 2012","Brasil","Serviços - total","2.9"
"4º trimestre 2012","Brasil","Comércio","2.4"
"4º trimestre 2012","Brasil","Transporte, armazenagem e correio","2.0"
"4º trimestre 2012","Brasil","Informação e comunicação","7.0"
"4º trimestre 2012","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.5"
"4º trimestre 2012","Brasil","Atividades imobiliárias","5.1"
"4º trimestre 2012","Brasil","Outras atividades de serviços","3.6"
"4º trimestre 2012","Brasil","Administração, saúde e educação públicas e seguridade social","1.3"
"4º trimestre 2012","Brasil","Valor adicionado a preços básicos","1.6"
"4º trimestre 2012","Brasil","Impostos líquidos sobre produtos","3.7"
"4º trimestre 2012","Brasil","PIB a preços de mercado","1.9"
"1º trimestre 2013","Brasil","Agropecuária - total","21.5"
"1º trimestre 2013","Brasil","Indústria - total","-1.4"
"1º trimestre 2013","Brasil","Indústrias extrativas","-8.4"
"1º trimestre 2013","Brasil","Indústrias de transformação","0.0"
"1º trimestre 2013","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-3.0"
"1º trimestre 2013","Brasil","Construção","1.2"
"1º trimestre 2013","Brasil","Serviços - total","2.8"
"1º trimestre 2013","Brasil","Comércio","3.7"
"1º trimestre 2013","Brasil","Transporte, armazenagem e correio","0.7"
"1º trimestre 2013","Brasil","Informação e comunicação","5.3"
"1º trimestre 2013","Brasil","Atividades financeiras, de seguros e serviços relacionados","0.5"
"1º trimestre 2013","Brasil","Atividades imobiliárias","7.2"
"1º trimestre 2013","Brasil","Outras atividades de serviços","1.9"
"1º trimestre 2013","Brasil","Administração, saúde e educação públicas e seguridade social","1.6"
"1º trimestre 2013","Brasil","Valor adicionado a preços básicos","2.7"
"1º trimestre 2013","Brasil","Impostos líquidos sobre produtos","3.0"
"1º trimestre 2013","Brasil","PIB a preços de mercado","2.7"
"2º trimestre 2013","Brasil","Agropecuária - total","15.6"
"2º trimestre 2013","Brasil","Indústria - total","1.5"
"2º trimestre 2013","Brasil","Indústrias extrativas","-5.9"
"2º trimestre 2013","Brasil","Indústrias de transformação","3.0"
"2º trimestre 2013","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-0.4"
"2º trimestre 2013","Brasil","Construção","4.6"
"2º trimestre 2013","Brasil","Serviços - total","2.9"
"2º trimestre 2013","Brasil","Comércio","3.9"
"2º trimestre 2013","Brasil","Transporte, armazenagem e correio","3.5"
"2º trimestre 2013","Brasil","Informação e comunicação","5.5"
"2º trimestre 2013","Brasil","Atividades financeiras, de seguros e serviços relacionados","2.1"
"2º trimestre 2013","Brasil","Atividades imobiliárias","6.0"
"2º trimestre 2013","Brasil","Outras atividades de serviços","1.7"
"2º trimestre 2013","Brasil","Administração, saúde e educação públicas e seguridade social","1.5"
"2º trimestre 2013","Brasil","Valor adicionado a preços básicos","3.3"
