"Mês","Região","Variável","Indústria geral","Indústrias extrativas","Indústrias de transformação"
"fevereiro 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.4","1.3","-1.4"
"fevereiro 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.2","1.6","3.3"
"fevereiro 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.4","4.5","4.4"
"fevereiro 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","8.5","4.7","8.7"
"março 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","102.59731","88.30164","103.53528"
"março 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.82825","88.08318","103.78386"
"março 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.0","0.2","0.9"
"março 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.3","6.6","1.0"
"março 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.2","5.3","3.1"
"março 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","7.5","5.4","7.6"
"abril 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.36217","91.88625","101.99578"
"abril 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.87556","93.30192","103.48022"
"abril 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","5.9","-0.3"
"abril 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.8","13.8","5.4"
"abril 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.9","7.4","3.7"
"abril 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","7.4","6.4","7.5"
"maio 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.16136","97.40822","106.75110"
"maio 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.40713","94.80655","107.02806"
"maio 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","3.4","1.6","3.4"
"maio 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.5","17.4","4.9"
"maio 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.3","9.5","4.0"
"maio 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","7.2","8.1","7.1"
"junho 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.49943","96.92843","107.14086"
"junho 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.18913","96.58298","104.64647"
"junho 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-2.1","1.9","-2.2"
"junho 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","6.1","15.3","5.6"
"junho 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.6","10.5","4.3"
"junho 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","6.6","8.6","6.5"
"julho 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.46883","97.39026","106.01579"
"julho 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.57640","94.67214","104.08213"
"julho 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.6","-2.0","-0.5"
"julho 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.5","10.9","-0.1"
"julho 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.9","10.5","3.6"
"julho 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","5.7","8.9","5.6"
"agosto 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.39355","98.49883","112.24631"
"agosto 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.68915","94.23596","104.28276"
"agosto 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.1","-0.5","0.2"
"agosto 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.7","7.8","3.5"
"agosto 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.9","10.2","3.6"
"agosto 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","5.0","8.9","4.8"
"setembro 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.22933","96.69902","107.93151"
"setembro 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.96250","96.61473","103.58425"
"setembro 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.7","2.5","-0.7"
"setembro 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.1","10.6","-0.7"
"setembro 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.4","10.2","3.1"
"setembro 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","4.3","9.3","4.0"
"outubro 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","109.21963","99.62757","109.86336"
"outubro 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.54688","96.31278","103.13779"
"outubro 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","-0.3","-0.4"
"outubro 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.3","10.8","-0.3"
"outubro 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.1","10.3","2.7"
"outubro 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","4.0","9.7","3.7"
"novembro 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.68567","94.63481","108.54696"
"novembro 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.44688","96.01388","103.86198"
"novembro 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.9","-0.3","0.7"
"novembro 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.7","10.6","0.2"
"novembro 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.9","10.3","2.5"
"novembro 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.3","10.0","2.9"
"dezembro 2005","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","100.94034","95.51433","101.31841"
"dezembro 2005","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.19516","94.50198","106.03271"
"dezembro 2005","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.7","-1.6","2.1"
"dezembro 2005","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.2","9.6","1.8"
"dezembro 2005","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","10.2","2.4"
"dezembro 2005","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","10.2","2.4"
"janeiro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","97.48057","97.09017","97.53989"
"janeiro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.60850","99.66740","105.94372"
"janeiro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.4","5.5","-0.1"
"janeiro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.2","13.9","2.6"
"janeiro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.2","13.9","2.6"
"janeiro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.6","10.8","2.2"
"fevereiro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","93.46685","88.10328","93.83834"
"fevereiro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.42159","98.53127","107.05278"
"fevereiro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.8","-1.1","1.0"
"fevereiro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.0","12.9","4.6"
"fevereiro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.1","13.4","3.6"
"fevereiro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","11.6","2.3"
"março 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.67339","99.84122","108.20559"
"março 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.85606","99.83592","106.07314"
"março 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.5","1.3","-0.9"
"março 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.9","13.1","4.5"
"março 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.4","13.3","3.9"
"março 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.1","12.2","2.6"
"abril 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","99.82820","96.31572","100.08522"
"abril 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.32474","99.18807","106.90584"
"abril 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.4","-0.6","0.8"
"abril 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.5","4.8","-1.9"
"abril 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","11.0","2.4"
"abril 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.5","11.4","2.0"
"maio 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.11460","103.91566","111.60809"
"maio 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","107.11267","100.48720","107.35884"
"maio 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","1.3","0.4"
"maio 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.7","6.7","4.5"
"maio 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.2","10.1","2.9"
"maio 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.4","10.5","2.0"
"junho 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.16070","97.92285","106.71794"
"junho 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.72297","97.72039","106.23388"
"junho 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.3","-2.8","-1.0"
"junho 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-0.3","1.0","-0.4"
"junho 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.6","8.4","2.3"
"junho 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.9","9.2","1.5"
"julho 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","109.25591","103.84325","109.63611"
"julho 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.57490","99.28008","107.11148"
"julho 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.8","1.6","0.8"
"julho 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.6","6.6","3.4"
"julho 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","8.2","2.4"
"julho 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.1","8.9","1.8"
"agosto 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","114.86336","104.00713","115.58881"
"agosto 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.40292","100.05895","106.83376"
"agosto 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.2","0.8","-0.3"
"agosto 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.1","5.6","3.0"
"agosto 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","7.8","2.5"
"agosto 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.1","8.7","1.7"
"setembro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","108.65657","101.47888","109.14785"
"setembro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.17983","100.76559","105.95915"
"setembro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.1","0.7","-0.8"
"setembro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.3","4.9","1.1"
"setembro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.6","7.5","2.4"
"setembro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.2","8.2","1.9"
"outubro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","113.57487","104.45498","114.19037"
"outubro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","106.23143","102.89779","106.39972"
"outubro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.0","2.1","0.4"
"outubro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","4.0","4.8","3.9"
"outubro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.8","7.2","2.5"
"outubro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.6","7.7","2.3"
"novembro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.69618","103.03579","112.28204"
"novembro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","107.55372","103.73519","107.85312"
"novembro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.2","0.8","1.4"
"novembro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.7","8.9","3.4"
"novembro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.9","7.4","2.6"
"novembro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.8","7.5","2.6"
"dezembro 2006","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.34553","103.15233","101.26767"
"dezembro 2006","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","108.22505","102.79111","108.52402"
"dezembro 2006","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.6","-0.9","0.6"
"dezembro 2006","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.4","8.0","-0.1"
"dezembro 2006","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.7","7.4","2.4"
"dezembro 2006","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.7","7.4","2.4"
"janeiro 2007","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.38564","102.13743","101.37432"
